Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
SDN,2016-01-01,2018-12-31,276,'729,Sudan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20162018,2018,%,117,E,
SDN,2017-01-01,2019-12-31,276,'729,Sudan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20172019,2019,%,116,E,
SDN,2018-01-01,2020-12-31,276,'729,Sudan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20182020,2020,%,117,E,
SDN,2019-01-01,2021-12-31,276,'729,Sudan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20192021,2021,%,117,E,
SDN,2020-01-01,2022-12-31,276,'729,Sudan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20202022,2022,%,118,E,
SDN,2021-01-01,2023-12-31,276,'729,Sudan,21010,Average dietary energy supply adequacy (percent) (3-year average),6121,Value,20212023,2023,%,118,E,
SDN,2000-01-01,2000-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2000,2000,kcal/cap/d,,E,
SDN,2001-01-01,2001-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2001,2001,kcal/cap/d,,E,
SDN,2002-01-01,2002-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2002,2002,kcal/cap/d,,E,
SDN,2003-01-01,2003-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2003,2003,kcal/cap/d,,E,
SDN,2004-01-01,2004-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2004,2004,kcal/cap/d,,E,
SDN,2005-01-01,2005-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2005,2005,kcal/cap/d,,E,
SDN,2006-01-01,2006-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2006,2006,kcal/cap/d,,E,
SDN,2007-01-01,2007-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2007,2007,kcal/cap/d,,E,
SDN,2008-01-01,2008-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2008,2008,kcal/cap/d,,E,
SDN,2009-01-01,2009-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2009,2009,kcal/cap/d,,E,
SDN,2010-01-01,2010-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2010,2010,kcal/cap/d,,E,
SDN,2011-01-01,2011-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2011,2011,kcal/cap/d,,E,
SDN,2012-01-01,2012-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2012,2012,kcal/cap/d,2589,E,
SDN,2013-01-01,2013-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2013,2013,kcal/cap/d,2648,E,
SDN,2014-01-01,2014-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2014,2014,kcal/cap/d,2657,E,
SDN,2015-01-01,2015-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2015,2015,kcal/cap/d,2637,E,
SDN,2016-01-01,2016-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2016,2016,kcal/cap/d,2608,E,
SDN,2017-01-01,2017-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2017,2017,kcal/cap/d,2558,E,
SDN,2018-01-01,2018-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2018,2018,kcal/cap/d,2585,E,
SDN,2019-01-01,2019-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2019,2019,kcal/cap/d,2573,E,
SDN,2020-01-01,2020-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2020,2020,kcal/cap/d,2620,E,
SDN,2021-01-01,2021-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2021,2021,kcal/cap/d,2625,E,
SDN,2022-01-01,2022-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2022,2022,kcal/cap/d,2648,E,
SDN,2023-01-01,2023-12-31,276,'729,Sudan,220001,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),6128,Value,2023,2023,kcal/cap/d,2613,E,Imputed value
SDN,2000-01-01,2002-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20002002,2002,kcal/cap/d,,E,
SDN,2001-01-01,2003-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20012003,2003,kcal/cap/d,,E,
SDN,2002-01-01,2004-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20022004,2004,kcal/cap/d,,E,
SDN,2003-01-01,2005-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20032005,2005,kcal/cap/d,,E,
SDN,2004-01-01,2006-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20042006,2006,kcal/cap/d,,E,
SDN,2005-01-01,2007-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20052007,2007,kcal/cap/d,,E,
SDN,2006-01-01,2008-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20062008,2008,kcal/cap/d,,E,
SDN,2007-01-01,2009-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20072009,2009,kcal/cap/d,,E,
SDN,2008-01-01,2010-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20082010,2010,kcal/cap/d,,E,
SDN,2009-01-01,2011-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20092011,2011,kcal/cap/d,,E,
SDN,2010-01-01,2012-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20102012,2012,kcal/cap/d,,E,
SDN,2011-01-01,2013-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20112013,2013,kcal/cap/d,2598,E,
SDN,2012-01-01,2014-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20122014,2014,kcal/cap/d,2632,E,
SDN,2013-01-01,2015-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20132015,2015,kcal/cap/d,2647,E,
SDN,2014-01-01,2016-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20142016,2016,kcal/cap/d,2633,E,
SDN,2015-01-01,2017-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20152017,2017,kcal/cap/d,2600,E,
SDN,2016-01-01,2018-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20162018,2018,kcal/cap/d,2583,E,
SDN,2017-01-01,2019-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20172019,2019,kcal/cap/d,2572,E,
SDN,2018-01-01,2020-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20182020,2020,kcal/cap/d,2593,E,
SDN,2019-01-01,2021-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20192021,2021,kcal/cap/d,2606,E,
SDN,2020-01-01,2022-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20202022,2022,kcal/cap/d,2631,E,
SDN,2021-01-01,2023-12-31,276,'729,Sudan,22000,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),6128,Value,20212023,2023,kcal/cap/d,2629,E,
SDN,2011-01-01,2013-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20112013,2013,%,52,E,
SDN,2012-01-01,2014-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20122014,2014,%,53,E,
SDN,2013-01-01,2015-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20132015,2015,%,53,E,
SDN,2014-01-01,2016-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20142016,2016,%,52,E,
SDN,2015-01-01,2017-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20152017,2017,%,53,E,
SDN,2016-01-01,2018-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20162018,2018,%,53,E,
SDN,2017-01-01,2019-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20172019,2019,%,53,E,
SDN,2018-01-01,2020-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20182020,2020,%,51,E,
SDN,2019-01-01,2021-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20192021,2021,%,50,E,
SDN,2020-01-01,2022-12-31,276,'729,Sudan,21012,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",6121,Value,20202022,2022,%,49,E,
SDN,2011-01-01,2013-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,77,E,
SDN,2012-01-01,2014-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,78,E,
SDN,2013-01-01,2015-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,78,E,
SDN,2014-01-01,2016-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,77.1,E,
SDN,2015-01-01,2017-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,76.3,E,
SDN,2016-01-01,2018-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,76,E,
SDN,2017-01-01,2019-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,75.9,E,
SDN,2018-01-01,2020-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,75,E,
SDN,2019-01-01,2021-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,74.1,E,
SDN,2020-01-01,2022-12-31,276,'729,Sudan,21013,Average protein supply (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,73.6,E,
SDN,2011-01-01,2013-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20112013,2013,g/cap/d,23,E,
SDN,2012-01-01,2014-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20122014,2014,g/cap/d,23.8,E,
SDN,2013-01-01,2015-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20132015,2015,g/cap/d,23.6,E,
SDN,2014-01-01,2016-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20142016,2016,g/cap/d,23.3,E,
SDN,2015-01-01,2017-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20152017,2017,g/cap/d,22.7,E,
SDN,2016-01-01,2018-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20162018,2018,g/cap/d,22.2,E,
SDN,2017-01-01,2019-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20172019,2019,g/cap/d,21.5,E,
SDN,2018-01-01,2020-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20182020,2020,g/cap/d,21.2,E,
SDN,2019-01-01,2021-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20192021,2021,g/cap/d,20.5,E,
SDN,2020-01-01,2022-12-31,276,'729,Sudan,21014,Average supply of protein of animal origin (g/cap/day) (3-year average),6123,Value,20202022,2022,g/cap/d,20.1,E,
SDN,2000-01-01,2000-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2000,2000,km,0.2,X,
SDN,2001-01-01,2001-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2001,2001,km,0.2,X,
SDN,2002-01-01,2002-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2002,2002,km,0.2,X,
SDN,2003-01-01,2003-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2003,2003,km,0.2,X,
SDN,2004-01-01,2004-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2004,2004,km,0.2,X,
SDN,2005-01-01,2005-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2005,2005,km,0.2,X,
SDN,2006-01-01,2006-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2006,2006,km,0.2,X,
SDN,2008-01-01,2008-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2008,2008,km,0.2,X,
SDN,2010-01-01,2010-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2010,2010,km,0.2,X,
SDN,2011-01-01,2011-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2011,2011,km,0.2,X,
SDN,2012-01-01,2012-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2012,2012,km,0.2,X,
SDN,2013-01-01,2013-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2013,2013,km,0.2,X,
SDN,2014-01-01,2014-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2014,2014,km,0.2,X,
SDN,2018-01-01,2018-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2018,2018,km,0.1,X,
SDN,2019-01-01,2019-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2019,2019,km,0.1,X,
SDN,2020-01-01,2020-12-31,276,'729,Sudan,21016,Rail lines density (total route in km per 100 square km of land area),6124,Value,2020,2020,km,0.1,X,
SDN,2000-01-01,2000-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2000,2000,Int$/cap,3734.3,X,
SDN,2001-01-01,2001-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2001,2001,Int$/cap,3866.2,X,
SDN,2002-01-01,2002-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2002,2002,Int$/cap,3989,X,
SDN,2003-01-01,2003-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2003,2003,Int$/cap,4128.4,X,
SDN,2004-01-01,2004-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2004,2004,Int$/cap,4224.5,X,
SDN,2005-01-01,2005-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2005,2005,Int$/cap,4336.4,X,
SDN,2006-01-01,2006-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2006,2006,Int$/cap,4480,X,
SDN,2007-01-01,2007-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2007,2007,Int$/cap,4587.9,X,
SDN,2008-01-01,2008-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2008,2008,Int$/cap,4615.2,X,
SDN,2009-01-01,2009-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2009,2009,Int$/cap,4350.4,X,
SDN,2010-01-01,2010-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2010,2010,Int$/cap,4385.5,X,
SDN,2011-01-01,2011-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2011,2011,Int$/cap,4664.6,X,
SDN,2012-01-01,2012-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2012,2012,Int$/cap,4353.9,X,
SDN,2013-01-01,2013-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2013,2013,Int$/cap,4336.5,X,
SDN,2014-01-01,2014-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2014,2014,Int$/cap,4414.5,X,
SDN,2015-01-01,2015-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2015,2015,Int$/cap,4361.1,X,
SDN,2016-01-01,2016-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2016,2016,Int$/cap,4374.2,X,
SDN,2017-01-01,2017-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2017,2017,Int$/cap,4264.1,X,
SDN,2018-01-01,2018-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2018,2018,Int$/cap,4019.5,X,
SDN,2019-01-01,2019-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2019,2019,Int$/cap,3819.8,X,
SDN,2020-01-01,2020-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2020,2020,Int$/cap,3581,X,
SDN,2021-01-01,2021-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2021,2021,Int$/cap,3420.5,X,
SDN,2022-01-01,2022-12-31,276,'729,Sudan,22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",6126,Value,2022,2022,Int$/cap,3299.9,X,
SDN,2000-01-01,2002-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20002002,2002,%,,O,
SDN,2001-01-01,2003-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20012003,2003,%,,O,
SDN,2002-01-01,2004-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20022004,2004,%,,O,
SDN,2003-01-01,2005-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20032005,2005,%,,O,
SDN,2004-01-01,2006-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20042006,2006,%,,O,
SDN,2005-01-01,2007-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20052007,2007,%,,O,
SDN,2006-01-01,2008-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20062008,2008,%,,O,
SDN,2007-01-01,2009-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20072009,2009,%,,O,
SDN,2008-01-01,2010-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20082010,2010,%,,O,
SDN,2009-01-01,2011-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20092011,2011,%,,O,
SDN,2010-01-01,2012-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20102012,2012,%,,O,
SDN,2011-01-01,2013-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20112013,2013,%,,O,
SDN,2012-01-01,2014-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20122014,2014,%,9.2,E,
SDN,2013-01-01,2015-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20132015,2015,%,8.8,E,
SDN,2014-01-01,2016-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20142016,2016,%,9.2,E,
SDN,2015-01-01,2017-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20152017,2017,%,10,E,
SDN,2016-01-01,2018-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20162018,2018,%,10.5,E,
SDN,2017-01-01,2019-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20172019,2019,%,10.9,E,
SDN,2018-01-01,2020-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20182020,2020,%,10.8,E,
SDN,2019-01-01,2021-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20192021,2021,%,11.1,E,
SDN,2020-01-01,2022-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20202022,2022,%,11,E,
SDN,2021-01-01,2023-12-31,276,'729,Sudan,210041,Prevalence of undernourishment (percent) (3-year average),6121,Value,20212023,2023,%,11.4,E,
SDN,2000-01-01,2002-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20002002,2002,million No,,O,
SDN,2001-01-01,2003-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20012003,2003,million No,,O,
SDN,2002-01-01,2004-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20022004,2004,million No,,O,
SDN,2003-01-01,2005-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20032005,2005,million No,,O,
SDN,2004-01-01,2006-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20042006,2006,million No,,O,
SDN,2005-01-01,2007-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20052007,2007,million No,,O,
SDN,2006-01-01,2008-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20062008,2008,million No,,O,
SDN,2007-01-01,2009-12-31,276,'729,Sudan,210011,Number of people undernourished (million) (3-year average),6132,Value,20072009,2009,million No,,O,
