Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sudan,SDN,1975,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,68.41
Sudan,SDN,1970,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,72.58
Sudan,SDN,1965,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,79.41
Sudan,SDN,1960,Barro-Lee: Percentage of population age 15-19 with no education,BAR.NOED.1519.ZS,82.3
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,61.92
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,64.44
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,67.2
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,71.06
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,75.19
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,80.2
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,85.64
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,88.62
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,92.01
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,94.39
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 15+ with no education,BAR.NOED.15UP.FE.ZS,96.21
Sudan,SDN,2010,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,53.74
Sudan,SDN,2005,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,55.43
Sudan,SDN,2000,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,57.29
Sudan,SDN,1995,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,60.37
Sudan,SDN,1990,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,63.98
Sudan,SDN,1985,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,68.38
Sudan,SDN,1980,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,73.92
Sudan,SDN,1975,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,77.93
Sudan,SDN,1970,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,81.41
Sudan,SDN,1965,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,84.46
Sudan,SDN,1960,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,86.65
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,54.62
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,52.98
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,55.98
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,55.98
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,59.65
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,67
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,81.7
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,81.25
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,89.2
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,92.38
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 20-24 with no education,BAR.NOED.2024.FE.ZS,93.61
Sudan,SDN,2010,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,49.55
Sudan,SDN,2005,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,46.28
Sudan,SDN,2000,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,47.29
Sudan,SDN,1995,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,47.29
Sudan,SDN,1990,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,49.02
Sudan,SDN,1985,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,55.4
Sudan,SDN,1980,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,69
Sudan,SDN,1975,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,69.03
Sudan,SDN,1970,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,77.6
Sudan,SDN,1965,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,79.76
Sudan,SDN,1960,Barro-Lee: Percentage of population age 20-24 with no education,BAR.NOED.2024.ZS,81.32
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,52.98
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,55.98
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,55.98
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,59.65
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,66.93
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,81.7
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,81.25
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,89.2
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,91.93
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,93.61
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 25-29 with no education,BAR.NOED.2529.FE.ZS,95.33
Sudan,SDN,2010,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,46.28
Sudan,SDN,2005,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,47.29
Sudan,SDN,2000,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,47.29
Sudan,SDN,1995,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,49.02
Sudan,SDN,1990,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,55.4
Sudan,SDN,1985,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,69
Sudan,SDN,1980,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,69.03
Sudan,SDN,1975,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,77.6
Sudan,SDN,1970,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,79.79
Sudan,SDN,1965,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,81.32
Sudan,SDN,1960,Barro-Lee: Percentage of population age 25-29 with no education,BAR.NOED.2529.ZS,82.13
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,66.01
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,69.93
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,74.13
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,79.34
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,84.76
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,88.8
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,91.57
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,94.29
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,95.92
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,97.01
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 25+ with no education,BAR.NOED.25UP.FE.ZS,98.08
Sudan,SDN,2010,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,55.73
Sudan,SDN,2005,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,58.82
Sudan,SDN,2000,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,62.48
Sudan,SDN,1995,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,67.04
Sudan,SDN,1990,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,72.17
Sudan,SDN,1985,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,76.7
Sudan,SDN,1980,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,79.37
Sudan,SDN,1975,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,82.62
Sudan,SDN,1970,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,84.75
Sudan,SDN,1965,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,87.02
Sudan,SDN,1960,Barro-Lee: Percentage of population age 25+ with no education,BAR.NOED.25UP.ZS,89.13
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,55.98
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,55.98
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,59.65
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,66.93
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,81.7
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,81.7
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,89.88
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,91.6
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,94.7
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,95.25
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 30-34 with no education,BAR.NOED.3034.FE.ZS,98.13
Sudan,SDN,2010,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,47.29
Sudan,SDN,2005,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,47.29
Sudan,SDN,2000,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,49.02
Sudan,SDN,1995,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,55.4
Sudan,SDN,1990,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,69
Sudan,SDN,1985,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,69
Sudan,SDN,1980,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,77.77
Sudan,SDN,1975,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,79.3
Sudan,SDN,1970,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,81.93
Sudan,SDN,1965,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,82.54
Sudan,SDN,1960,Barro-Lee: Percentage of population age 30-34 with no education,BAR.NOED.3034.ZS,86.69
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,55.98
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,59.65
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,66.93
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,81.7
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,81.7
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,90.7
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,91.19
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,94.7
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,95.15
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,97.92
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 35-39 with no education,BAR.NOED.3539.FE.ZS,98.13
Sudan,SDN,2010,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,47.29
Sudan,SDN,2005,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,49.02
Sudan,SDN,2000,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,55.4
Sudan,SDN,1995,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,69
Sudan,SDN,1990,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,69
Sudan,SDN,1985,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,77.9
Sudan,SDN,1980,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,78.7
Sudan,SDN,1975,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,82.03
Sudan,SDN,1970,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,82.49
Sudan,SDN,1965,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,86.32
Sudan,SDN,1960,Barro-Lee: Percentage of population age 35-39 with no education,BAR.NOED.3539.ZS,86.69
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,59.65
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,66.93
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,81.7
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,81.7
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,90.7
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,90.7
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,94.7
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,95.03
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,97.69
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,97.92
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 40-44 with no education,BAR.NOED.4044.FE.ZS,98.85
Sudan,SDN,2010,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,49.02
Sudan,SDN,2005,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,55.4
Sudan,SDN,2000,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,69
Sudan,SDN,1995,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,69
Sudan,SDN,1990,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,77.98
Sudan,SDN,1985,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,77.9
Sudan,SDN,1980,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,82.15
Sudan,SDN,1975,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,82.44
Sudan,SDN,1970,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,85.86
Sudan,SDN,1965,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,86.32
Sudan,SDN,1960,Barro-Lee: Percentage of population age 40-44 with no education,BAR.NOED.4044.ZS,90.92
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,66.93
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,81.7
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,81.7
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,90.7
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,90.7
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,94.7
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,94.88
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,97.4
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,97.69
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,98.66
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 45-49 with no education,BAR.NOED.4549.FE.ZS,98.85
Sudan,SDN,2010,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,55.4
Sudan,SDN,2005,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,69
Sudan,SDN,2000,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,69
Sudan,SDN,1995,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,77.98
Sudan,SDN,1990,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,77.98
Sudan,SDN,1985,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,82.3
Sudan,SDN,1980,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,82.38
Sudan,SDN,1975,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,85.3
Sudan,SDN,1970,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,85.86
Sudan,SDN,1965,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,90.22
Sudan,SDN,1960,Barro-Lee: Percentage of population age 45-49 with no education,BAR.NOED.4549.ZS,90.93
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,81.7
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,81.7
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,90.7
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,90.7
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,94.7
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,94.7
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,97.04
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,97.4
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,98.43
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,98.67
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 50-54 with no education,BAR.NOED.5054.FE.ZS,99.21
Sudan,SDN,2010,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,69
Sudan,SDN,2005,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,69
Sudan,SDN,2000,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,77.98
Sudan,SDN,1995,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,77.98
Sudan,SDN,1990,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,82.3
Sudan,SDN,1985,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,82.3
Sudan,SDN,1980,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,84.63
Sudan,SDN,1975,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,85.3
Sudan,SDN,1970,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,89.36
Sudan,SDN,1965,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,90.23
Sudan,SDN,1960,Barro-Lee: Percentage of population age 50-54 with no education,BAR.NOED.5054.ZS,94.28
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,81.7
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,90.7
Sudan,SDN,2000,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,90.7
Sudan,SDN,1995,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,94.7
Sudan,SDN,1990,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,94.7
Sudan,SDN,1985,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,96.5
Sudan,SDN,1980,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,97.04
Sudan,SDN,1975,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,98.15
Sudan,SDN,1970,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,98.44
Sudan,SDN,1965,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,98.99
Sudan,SDN,1960,Barro-Lee: Percentage of female population age 55-59 with no education,BAR.NOED.5559.FE.ZS,99.4
Sudan,SDN,2010,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,69
Sudan,SDN,2005,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,77.98
Sudan,SDN,2000,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,77.98
Sudan,SDN,1995,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,82.3
Sudan,SDN,1990,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,82.3
Sudan,SDN,1985,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,83.8
Sudan,SDN,1980,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,84.63
Sudan,SDN,1975,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,88.32
Sudan,SDN,1970,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,89.39
Sudan,SDN,1965,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,93.16
Sudan,SDN,1960,Barro-Lee: Percentage of population age 55-59 with no education,BAR.NOED.5559.ZS,95.2
Sudan,SDN,2010,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,90.7
Sudan,SDN,2005,Barro-Lee: Percentage of female population age 60-64 with no education,BAR.NOED.6064.FE.ZS,90.7
